,portfolio,investment,cash
2018-12-13,75597.25323504001,48421.360838,27175.892397040017
2018-12-14,76141.32239004002,48965.429993000005,27175.892397040017
2018-12-17,75490.81158004001,48314.919183,27175.892397040017
2018-12-18,75524.44207504002,48348.549678,27175.892397040017
2018-12-19,75833.38320004001,48657.49080299999,27175.892397040017
2018-12-20,74865.60321404003,47689.710817000014,27175.892397040017
2018-12-21,73915.63237804003,46739.739981000006,27175.892397040017
2018-12-24,71852.89290604001,44677.00050899999,27175.892397040017
2018-12-26,71512.81156404002,44467.26917000001,27045.542394040018
2018-12-27,71528.76109404002,44483.218700000005,27045.542394040018
2018-12-28,71327.31319804002,44281.770804,27045.542394040018
2018-12-31,71905.47237004002,44859.929976,27045.542394040018
2019-01-01,71706.75370404,44661.211309999984,27045.542394040018
2019-01-02,72110.12319904003,45064.580805000005,27045.542394040018
2019-01-03,71813.99191404002,44768.44952,27045.542394040018
2019-01-04,71941.87368304002,44896.331289,27045.542394040018
2019-01-07,71198.70107804002,44153.158683999995,27045.542394040018
2019-01-08,71724.31191704002,44678.769522999995,27045.542394040018
2019-01-09,71811.90276204002,44766.360368,27045.542394040018
2019-01-10,72422.95319304001,45377.410799,27045.542394040018
2019-01-11,72066.54371404002,45021.001319999996,27045.542394040018
2019-01-14,71356.79277104003,44311.250377000004,27045.542394040018
2019-01-15,71097.06276004002,44048.580364,27048.482396040017
2019-01-16,70904.06159104002,43855.579195,27048.482396040017
2019-01-17,70701.08156004001,43652.599164,27048.482396040017
2019-01-18,70259.81239504,43211.329998999994,27048.482396040017
2019-01-21,69807.92238104001,42759.439985,27048.482396040017
2019-01-22,68135.36159204002,41086.879196,27048.482396040017
2019-01-23,67688.56319404,40640.080797999995,27048.482396040017
2019-01-24,66412.04207504002,39363.559679,27048.482396040017
2019-01-25,65050.892060040016,38002.409664,27048.482396040017
2019-01-28,61886.52157604002,34486.08917,27400.432406040018
2019-01-29,61174.14324604001,23693.710839999996,37480.43240604002
2019-01-30,62933.12239904002,25452.689993000004,37480.43240604002
2019-01-31,62744.80238404001,41068.169978,21676.632406040015
2019-02-01,63160.628212040014,41483.995806,21676.632406040015
2019-02-04,63141.28322304001,41464.650816999994,21676.632406040015
2019-02-05,62551.746571040014,40875.114165,21676.632406040015
2019-02-06,63246.783223040016,41570.150817,21676.632406040015
2019-02-07,63655.803218040026,41881.37081800001,21774.432400040016
2019-02-08,63199.708217040024,41425.27581700001,21774.432400040016
2019-02-11,62327.608229040015,40553.175829,21774.432400040016
2019-02-12,61771.47239004001,39997.03999,21774.432400040016
2019-02-13,61820.92821404,40046.49581399999,21774.432400040016
2019-02-14,61167.971575040014,39393.539175,21774.432400040016
2019-02-15,60121.526574040014,38347.094174,21774.432400040016
2019-02-18,60497.842408040015,16747.410008,43750.432400040016
2019-02-19,60396.53740304001,16646.105003,43750.432400040016
2019-02-20,60690.71750594002,39126.1774295,21564.540076440015
2019-02-21,60348.39257443002,38783.85249799,21564.540076440015
2019-02-22,61019.26749304001,39454.7274166,21564.540076440015
2019-02-25,61700.70730004001,40136.1672236,21564.540076440015
2019-02-26,61482.39793344001,40184.657846999995,21297.740086440015
2019-02-27,61132.22436870001,39843.478022519994,21288.746346180014
2019-02-28,61504.67709169001,40215.93074551,21288.746346180014
2019-03-01,62418.50623318002,41129.75988700001,21288.746346180014
2019-03-05,62617.94445469001,41329.19810851,21288.746346180014
2019-03-06,62780.613966320016,41432.83492829,21347.779038030014
2019-03-07,62233.036224240015,36543.10428079,25689.931943450014
2019-03-08,61612.77172485001,35922.8397814,25689.931943450014
2019-03-11,61783.798806200015,36075.36686275,25708.431943450014
2019-03-12,62319.91458070002,36611.48263725,25708.431943450014
2019-03-13,61991.002986440006,36282.57104298999,25708.431943450014
2019-03-14,62029.52442274002,36321.092479290004,25708.431943450014
2019-03-15,62530.27148705001,36821.8395436,25708.431943450014
2019-03-18,62449.17061477002,36740.73867132,25708.431943450014
2019-03-19,63157.19216063001,37448.760217179995,25708.431943450014
2019-03-20,62378.46770038002,36670.03575693,25708.431943450014
2019-03-22,61802.029948680014,36093.59800523,25708.431943450014
2019-03-25,61471.134082560005,35699.05214910999,25772.081933450016
2019-03-26,61873.346470730015,36101.264537279996,25772.081933450016
2019-03-27,62384.45831912002,36612.37638567,25772.081933450016
2019-03-28,63544.06578914002,37771.98385569,25772.081933450016
2019-03-29,63734.83495441002,37962.75302096,25772.081933450016
2019-04-01,64952.538905920024,40337.057560470006,24615.481345450014
2019-04-02,64123.557320280015,39508.075974830004,24615.481345450014
2019-04-03,62589.45031275001,37973.968967299996,24615.481345450014
2019-04-04,62227.598702830015,37612.117357380004,24615.481345450014
2019-04-05,63151.74434719002,38536.26300174,24615.481345450014
2019-04-08,62806.09720747001,38190.61586202,24615.481345450014
2019-04-09,63504.546707670015,38889.065362220004,24615.481345450014
2019-04-10,63775.936263190015,39160.454917740004,24615.481345450014
2019-04-11,63504.51205418001,38889.030708729995,24615.481345450014
2019-04-12,63677.97508587001,39062.49374042,24615.481345450014
2019-04-15,64172.90047397002,39426.32086293,24746.579611040015
2019-04-16,64142.01010614002,39395.4304951,24746.579611040015
2019-04-18,63897.91972196002,39151.34011092,24746.579611040015
2019-04-22,62985.29941826001,38238.71980722,24746.579611040015
2019-04-23,63372.76949211002,38626.18988107,24746.579611040015
2019-04-24,63810.19890811002,39063.61929707,24746.579611040015
2019-04-25,64240.49048132001,39493.91087028,24746.579611040015
2019-04-26,64835.94929737001,40089.36968633,24746.579611040015
2019-04-30,64533.17001797001,39786.59040693,24746.579611040015
2019-05-02,64744.140486940014,39997.5608759,24746.579611040015
2019-05-03,64448.74857037001,39702.168959329996,24746.579611040015
2019-05-06,64043.509903970014,39296.93029293,24746.579611040015
2019-05-07,63555.850266440015,38809.2706554,24746.579611040015
2019-05-08,61860.34038014001,37113.7607691,24746.579611040015
2019-05-09,62880.55992037001,38133.98030933,24746.579611040015
2019-05-10,63228.470478470015,38481.890867430004,24746.579611040015
2019-05-13,61708.459345220006,36961.879734179995,24746.579611040015
2019-05-14,62210.570150360014,37463.99053932,24746.579611040015
2019-05-15,61875.289701620015,31587.91025058,30287.379451040015
2019-05-16,61399.64991682001,31112.27046578,30287.379451040015
2019-05-17,61792.25986647002,31504.88041543,30287.379451040015
2019-05-20,63508.22940845002,36987.24999741001,26520.979411040014
2019-05-21,63620.28797661001,37099.30856557,26520.979411040014
2019-05-22,63617.91046997001,37096.93105893,26520.979411040014
2019-05-23,63415.52818986001,36894.54877882,26520.979411040014
2019-05-24,64938.89956062002,38417.92014958,26520.979411040014
2019-05-27,65889.41980306001,39368.44039202,26520.979411040014
2019-05-28,65446.90876455001,38925.92935351,26520.979411040014
2019-05-29,65370.18010622001,38849.20069518,26520.979411040014
2019-05-30,65502.37817646001,38589.108765419995,26913.269411040015
2019-05-31,65402.158626220014,38488.889215179996,26913.269411040015
2019-06-03,66900.82885726001,39688.55944622,27212.269411040015
2019-06-04,66823.49925171002,39611.22984067,27212.269411040015
2019-06-06,65993.61977912002,38781.350368080006,27212.269411040015
2019-06-07,65752.48859446001,38540.21918342,27212.269411040015
2019-06-10,65757.77027673002,38545.50086569,27212.269411040015
2019-06-11,65633.99866682001,38421.729255779996,27212.269411040015
2019-06-12,65490.74819702002,38278.47878598,27212.269411040015
2019-06-13,65351.59878956001,38139.32937852,27212.269411040015
2019-06-14,65483.44928346001,38271.17987242,27212.269411040015
2019-06-17,65263.050445720015,38050.781034679996,27212.269411040015
2019-06-18,63506.79027994002,36197.5208689,27309.269411040015
2019-06-19,62954.88943555001,35645.62002451,27309.269411040015
2019-06-20,63002.78779867002,35776.73231721,27226.055481460015
2019-06-21,63461.419240710005,36235.363759249994,27226.055481460015
2019-06-24,63337.08478760002,36111.02930614,27226.055481460015
2019-06-25,63034.31543923002,35808.25995777,27226.055481460015
2019-06-26,63340.57413137001,36114.518649909995,27226.055481460015
2019-06-27,64254.09545486003,37028.03997340001,27226.055481460015
2019-06-28,64326.847608040014,37100.792126579996,27226.055481460015
2019-07-01,64483.96835382002,37257.91287236,27226.055481460015
2019-07-02,64527.140517490014,37301.085036029996,27226.055481460015
2019-07-03,64770.68847510002,37544.63299364,27226.055481460015
2019-07-04,64791.491636480016,37565.43615502,27226.055481460015
2019-07-05,63658.83914858001,36432.78366712,27226.055481460015
2019-07-08,62081.85870151002,34855.80322005,27226.055481460015
2019-07-09,62999.836682130015,35773.78120067,27226.055481460015
2019-07-10,62420.09266398002,35194.03718252,27226.055481460015
2019-07-11,61925.19440986002,34699.1389284,27226.055481460015
2019-07-12,62972.08917956002,35746.0336981,27226.055481460015
2019-07-15,62392.20532900002,35166.14984754,27226.055481460015
2019-07-16,62933.51234285002,35707.456861390005,27226.055481460015
2019-07-17,63022.42153304002,35796.36605158,27226.055481460015
2019-07-18,62198.22594198001,34972.17046052,27226.055481460015
2019-07-19,61872.00001606002,27736.9514436,34135.048572460015
2019-07-22,61868.79098682001,25359.029688,36509.76129882001
2019-07-23,61834.68136682001,33778.920068,28055.761298820013
2019-07-24,62183.991576820015,34128.230278,28055.761298820013
2019-07-25,61668.74154082001,33612.980242,28055.761298820013
2019-07-26,61970.85130082001,33915.090002,28055.761298820013
2019-07-29,61203.201834820014,30854.510536,30348.691298820013
2019-07-30,60594.33075882001,30245.63946,30348.691298820013
2019-07-31,58969.483342820015,37956.691456,21012.791886820014
2019-08-01,58508.820406820014,37496.02852,21012.791886820014
2019-08-02,59605.403240820015,38592.611354,21012.791886820014
2019-08-05,60171.81181282001,39159.01992599999,21012.791886820014
2019-08-06,61045.58195282001,40032.790065999994,21012.791886820014
2019-08-07,60700.76195682001,39687.970069999996,21012.791886820014
2019-08-08,61067.651992820014,40054.860106,21012.791886820014
2019-08-09,61388.68325882001,40375.891372,21012.791886820014
2019-08-13,61255.114678150014,38964.64796133,22290.466716820014
2019-08-14,62266.721294570016,39976.254577750005,22290.466716820014
2019-08-16,61747.48456632,38502.85999199999,23244.624574320012
2019-08-19,61847.45316232001,38602.828588,23244.624574320012
2019-08-20,61639.684566320015,38395.059992,23244.624574320012
2019-08-21,61629.84605632002,38385.22148200001,23244.624574320012
2019-08-22,60803.81313632001,37559.188561999996,23244.624574320012
2019-08-23,60422.85322632001,37178.228652,23244.624574320012
2019-08-26,61129.24592032001,37884.621346,23244.624574320012
2019-08-27,61271.884638320014,38027.260064,23244.624574320012
2019-08-28,61111.52456432002,37866.899990000005,23244.624574320012
2019-08-29,60997.70603632001,37753.081461999995,23244.624574320012
2019-08-30,61252.413264320014,38007.78869,23244.624574320012
2019-09-03,60041.56457632001,36796.940001999996,23244.624574320012
2019-09-04,59114.75460232001,35870.130028,23244.624574320012
2019-09-05,60038.784570320015,36794.159996,23244.624574320012
2019-09-06,60021.404644320006,36776.78006999999,23244.624574320012
2019-09-09,60392.45456832001,37147.829994,23244.624574320012
2019-09-11,60738.11461032001,37493.490035999996,23244.624574320012
2019-09-12,60643.41458432001,37398.79001,23244.624574320012
2019-09-13,60607.046004320015,37362.42143,23244.624574320012
2019-09-16,60727.706038320015,37483.081464,23244.624574320012
2019-09-17,60208.93455632001,36964.309982,23244.624574320012
2019-09-18,59477.074586320006,36232.450011999994,23244.624574320012
2019-09-19,59453.53459832002,36208.910024000004,23244.624574320012
2019-09-20,60908.62314632001,37663.998572,23244.624574320012
2019-09-23,62407.36957088001,39239.02208456,23168.34748632001
2019-09-24,62044.352820560016,38660.10534424,23384.24747632001
2019-09-25,61359.46609888001,36305.41858256,25054.04751632001
2019-09-26,61139.16627488001,37015.51877856,24123.64749632001
2019-09-27,60783.17939832001,36659.531902,24123.64749632001
2019-09-30,61561.43683008001,37437.78933376,24123.64749632001
2019-10-01,60603.44199976,36479.79450343999,24123.64749632001
2019-10-03,60267.824742560006,36144.17724624,24123.64749632001
2019-10-04,60777.81522456001,36654.16772824,24123.64749632001
2019-10-07,60437.15020032001,36313.502704,24123.64749632001
2019-10-09,60830.96816288002,36707.32066656001,24123.64749632001
2019-10-10,60080.89489208001,35957.24739576,24123.64749632001
2019-10-11,60207.05694008,36083.40944375999,24123.64749632001
2019-10-14,60586.34004088001,36462.69254456,24123.64749632001
2019-10-15,60842.00639376001,36718.358897440005,24123.64749632001
2019-10-16,60984.57665976,36678.46915344,24306.107506320008
2019-10-17,61317.50651688001,37011.39901056,24306.107506320008
2019-10-18,61843.61138608001,37537.50387976,24306.107506320008
2019-10-22,62445.540001760004,37770.382465439994,24675.157536320006
2019-10-23,62155.94150776001,37480.78397144,24675.157536320006
2019-10-24,61996.806599760006,37321.649063439996,24675.157536320006
2019-10-25,62870.19173032,38195.03419399999,24675.157536320006
2019-10-27,63039.84154004001,38364.68400372,24675.157536320006
2019-10-29,63209.49134976001,38534.333813440004,24675.157536320006
2019-10-30,66411.97296388,43595.96692656,22816.006037320003
2019-10-31,69270.84668831999,46454.84065099999,22816.006037320003
2019-11-01,67846.23604232,42093.731504,25752.50453832
2019-11-04,67637.59578888,41885.09125056,25752.50453832
2019-11-05,67262.03252576,41509.52798744,25752.50453832
2019-11-06,67313.35200608,41560.847467759995,25752.50453832
2019-11-07,67358.50548888,41606.000950559996,25752.50453832
2019-11-08,66953.88246231999,41201.37792399999,25752.50453832
2019-11-11,67367.65915208,41615.154613759994,25752.50453832
2019-11-13,66669.32748408,40916.822945759995,25752.50453832
2019-11-14,66062.77926688,40310.27472855999,25752.50453832
2019-11-15,65051.62109007999,39299.116551759995,25752.50453832
2019-11-18,64802.19401888001,39049.68948056,25752.50453832
2019-11-19,64987.90098376,39235.39644544,25752.50453832
2019-11-20,64906.519024880006,39154.01448656,25752.50453832
2019-11-21,64368.83918688001,38616.334648560005,25752.50453832
2019-11-22,64456.31415688002,38703.809618560015,25752.50453832
2019-11-25,64661.141028319995,38908.63649,25752.50453832
2019-11-26,64613.17273408001,38860.66819576001,25752.50453832
2019-11-27,65916.62023832,40164.1157,25752.50453832
2019-11-28,65696.36100976002,39943.85647144001,25752.50453832
2019-11-29,65978.14001431999,40225.63547599999,25752.50453832
2019-12-02,65274.52747256,39522.022934240005,25752.50453832
2019-12-03,64869.02122208,39116.51668376,25752.50453832
2019-12-04,64601.641029759994,38849.13649144,25752.50453832
2019-12-05,65137.286042559994,39384.781504239996,25752.50453832
2019-12-06,64682.45274656,38929.94820824,25752.50453832
2019-12-09,64352.31762232,38599.813084,25752.50453832
2019-12-10,64132.671100559994,38380.166562239996,25752.50453832
2019-12-11,64184.55590256001,38432.051364240004,25752.50453832
2019-12-12,64625.790508080005,35471.39096976,29154.39953832
2019-12-13,64936.82592432001,38269.526496000006,26667.299428320002
2019-12-16,65371.72739488001,38704.427966560004,26667.299428320002
2019-12-17,65580.84588032,38913.546452,26667.299428320002
2019-12-18,66184.18074088001,39516.881312560006,26667.299428320002
2019-12-19,67449.11772608,40781.81829776,26667.299428320002
2019-12-20,68318.13612776001,41650.836699440006,26667.299428320002
2019-12-23,67002.36258832,40212.0032,26790.35938832
2019-12-24,67172.15231055999,40381.79292224,26790.35938832
2019-12-26,66756.28432376,39965.92493544,26790.35938832
2019-12-27,66369.73599088,39579.37660256,26790.35938832
2019-12-30,66520.32330255999,39729.96391423999,26790.35938832
2019-12-31,66576.43993656,39786.08054824,26790.35938832
2020-01-01,67211.39008976,40421.030701439995,26790.35938832
2020-01-02,67916.27917608002,41125.91978776001,26790.35938832
2020-01-03,68327.36778408,41537.00839575999,26790.35938832
2020-01-06,68088.70664455999,41298.34725623999,26790.35938832
2020-01-07,68609.92773607999,41819.56834775998,26790.35938832
2020-01-08,68728.02929008001,41937.66990176001,26790.35938832
2020-01-09,69547.22322232,42756.863833999996,26790.35938832
2020-01-10,69877.94399354002,43013.19881411001,26864.74517943
2020-01-13,70702.84891007999,43838.10373064999,26864.74517943
2020-01-14,70689.72399054,43824.978811110006,26864.74517943
2020-01-15,71111.21365267,44246.46847324,26864.74517943
2020-01-16,70790.72477475999,43925.97959533,26864.74517943
2020-01-17,70997.6276528,43987.13247337,27010.49517943
2020-01-20,70876.05317167,43865.55799224,27010.49517943
2020-01-21,70987.69205777999,43977.19687835,27010.49517943
2020-01-22,70502.49312053999,43491.99794111,27010.49517943
2020-01-23,71795.5357113,44785.04053187,27010.49517943
2020-01-24,71810.94108776,44800.445908329995,27010.49517943
2020-01-27,72643.01246686,45632.51728743001,27010.49517943
2020-01-28,72769.11664267001,45758.62146324,27010.49517943
2020-01-29,73770.20820132,46102.81313189,27667.39506943
2020-01-30,73342.5780328,45675.182963369996,27667.39506943
2020-01-31,75603.42084387,45746.886280440005,29856.534563429996
2020-02-01,74643.74761612,44787.21305269,29856.534563429996
2020-02-03,74582.99259787,44726.45803444,29856.534563429996
2020-02-04,74897.68341154,45041.14884811,29856.534563429996
2020-02-05,75202.56571799,45523.83115856,29678.734559429995
2020-02-06,75479.99860086999,45801.264041439994,29678.734559429995
2020-02-07,75450.96134399,45772.22678456,29678.734559429995
2020-02-10,75067.81848331999,45389.08392388999,29678.734559429995
2020-02-11,74874.50551088,45195.77095145,29678.734559429995
2020-02-12,75199.89751076,45521.16295133,29678.734559429995
2020-02-13,75289.26468652,45610.53012709,29678.734559429995
2020-02-14,75840.14641756,46136.06176813,29704.084649429995
2020-02-17,75545.81479074,45841.73014131001,29704.084649429995
2020-02-18,75279.19610874,45575.11145931001,29704.084649429995
2020-02-19,75387.46173954,45683.37709011,29704.084649429995
2020-02-20,75296.60367542999,45717.554621999996,29579.049053429993
2020-02-24,75247.26064942998,46011.852251599994,29235.408397829993
2020-02-25,75105.87000223,45870.46160440001,29235.408397829993
2020-02-26,74711.54723782999,45476.13883999999,29235.408397829993
2020-02-27,74660.32291742999,43113.164519599995,31547.158397829993
2020-02-28,73796.64021782999,42249.48182,31547.158397829993
2020-03-02,73772.80602622998,40489.64941799999,33283.15660822999
2020-03-03,73902.30645823,45561.04731704001,28341.259141189992
2020-03-04,73131.93154819,44790.672407000005,28341.259141189992
2020-03-05,73391.83212039,45050.5729792,28341.259141189992
2020-03-06,73240.50634451,43576.24720332,29664.259141189992
2020-03-09,72195.50601718998,43365.74687599999,28829.759141189992
2020-03-11,72700.43056215,18445.874436,54254.55612615
2020-03-12,69023.00584615,68927.4639795,95.54186665000452
2020-03-13,81783.18856930001,81687.64670265,95.54186665000452
2020-03-16,84456.2854987,84360.74363205,95.54186665000452
2020-03-17,79764.8668637,79669.32499704999,95.54186665000452
2020-03-18,68512.11479695,68416.5729303,95.54186665000452
2020-03-19,71952.1135521,48965.40094,22986.712612100004
2020-03-20,76882.6616721,53895.94906,22986.712612100004
2020-03-23,74019.8635521,51033.15094,22986.712612100004
2020-03-24,75408.2635521,52421.55094,22986.712612100004
2020-03-25,74021.7635521,51035.05094,22986.712612100004
2020-03-26,72594.3635521,49607.65094,22986.712612100004
2020-03-27,71812.5126121,48825.8,22986.712612100004
2020-03-30,71369.06167210001,48382.34906,22986.712612100004
2020-03-31,72396.7126121,49410.0,22986.712612100004
2020-04-01,71685.3635521,48698.65094,22986.712612100004
2020-04-03,73479.3635521,50492.65094,22986.712612100004
2020-04-07,77419.6135521,54432.90094,22986.712612100004
2020-04-08,80944.6135521,57957.90094,22986.712612100004
2020-04-09,81845.6135521,58858.90094,22986.712612100004
2020-04-13,88362.7126121,65376.0,22986.712612100004
2020-04-15,88160.8635521,65174.15094,22986.712612100004
2020-04-16,88579.1616721,65592.44906,22986.712612100004
2020-04-17,86487.4116721,63500.69906,22986.712612100004
2020-04-20,84864.0135521,61877.30094,22986.712612100004
2020-04-21,84331.0135521,61344.30094,22986.712612100004
2020-04-22,85086.56167210001,62099.84906,22986.712612100004
2020-04-23,88225.2635521,65238.55094,22986.712612100004
2020-04-24,86000.0135521,63013.30094,22986.712612100004
2020-04-27,86492.1135521,63505.40093999999,22986.712612100004
2020-04-28,84966.0135521,61979.30094,22986.712612100004
2020-04-29,86603.5135521,63616.80094,22986.712612100004
2020-04-30,86345.0135521,63358.30094,22986.712612100004
2020-05-04,86540.7635521,63554.05094,22986.712612100004
2020-05-05,86155.36355210001,63168.65094000001,22986.712612100004
2020-05-06,87014.06167210001,64027.34906,22986.712612100004
2020-05-07,85694.7635521,62708.05094,22986.712612100004
2020-05-08,86091.2126121,63104.5,22986.712612100004
2020-05-11,89897.31167210001,66910.59906000001,22986.712612100004
2020-05-12,92197.7635521,69211.05094,22986.712612100004
2020-05-13,91923.5135521,68936.80094,22986.712612100004
2020-05-14,91866.8635521,68880.15093999999,22986.712612100004
2020-05-15,92213.2635521,69226.55094,22986.712612100004
2020-05-18,89870.7635521,66884.05094,22986.712612100004
2020-05-19,96322.06167210001,73335.34906000001,22986.712612100004
2020-05-20,99007.6616721,76020.94906,22986.712612100004
2020-05-21,98839.8635521,75853.15093999999,22986.712612100004
2020-05-22,98669.0135521,75682.30094,22986.712612100004
2020-05-26,98662.9116721,75676.19906,22986.712612100004
2020-05-27,98988.8635521,76002.15093999999,22986.712612100004
2020-05-28,100211.1135521,77224.40093999999,22986.712612100004
2020-05-29,106698.3635521,83711.65093999999,22986.712612100004
2020-06-01,107163.6616721,84176.94906,22986.712612100004
2020-06-02,116502.9116721,93516.19906,22986.712612100004
2020-06-03,119707.4116721,96720.69906,22986.712612100004
2020-06-04,121450.71315627999,73579.90957247,47870.80358381
2020-06-05,124179.39853740999,76308.5949536,47870.80358381
2020-06-08,124745.94748532001,76875.14390151,47870.80358381
2020-06-09,124830.92776651999,75298.89619089,49532.03157563
2020-06-10,126024.14504327,76492.11346764,49532.03157563
2020-06-11,125206.56387316,75674.53229753001,49532.03157563
2020-06-12,125376.03594832,75844.00437269,49532.03157563
2020-06-15,125027.55060072,75495.51902509,49532.03157563
2020-06-16,123825.50020788,74293.46863225,49532.03157563
2020-06-17,124810.56129093,75278.5297153,49532.03157563
2020-06-18,126557.80217795,77025.77060232,49532.03157563
2020-06-19,126967.6739509,75997.24237527,50970.43157563
2020-06-22,128109.13798696,70809.37231233,57299.76567463
2020-06-23,129753.86561383001,73333.04994920001,56420.81566463
2020-06-24,128946.23971088,70648.32266785,58297.91704303
2020-06-25,129150.34727897999,70852.43023594999,58297.91704303
2020-06-26,129445.81964204999,71147.90259901999,58297.91704303
2020-06-29,129206.50185087,70908.58480784,58297.91704303
2020-06-30,127550.69556589,69252.77852286,58297.91704303
2020-07-01,127069.48640709001,67468.57066706,59600.91574003
2020-07-02,128604.64893936,69003.73319933,59600.91574003
2020-07-03,129105.55979067,69504.64405064,59600.91574003
2020-07-06,129612.90299035,70011.98725032,59600.91574003
2020-07-07,129299.74735162001,68298.08141659001,61001.66593503
2020-07-08,129023.09736464999,68021.43142961999,61001.66593503
2020-07-09,128693.64599849001,67691.98006346001,61001.66593503
2020-07-10,128596.91627458,67101.65027955,61495.26599503
2020-07-13,128414.06451036,66918.79851533,61495.26599503
2020-07-14,127518.67680556,66023.41081053,61495.26599503
2020-07-15,127472.3959331,65958.62994706999,61513.76598603
2020-07-16,128278.67515241,66764.90916638,61513.76598603
2020-07-17,130225.05941160998,68711.29342557999,61513.76598603
2020-07-20,129967.92098696998,68454.15500094,61513.76598603
2020-07-21,129502.82104081,67989.05505478,61513.76598603
2020-07-22,129578.89829156999,68065.13230554,61513.76598603
2020-07-23,129913.86864465999,68400.10265863,61513.76598603
2020-07-24,128962.67286091,67741.92180712,61220.751053789994
2020-07-27,128192.39435346,66971.64329967,61220.751053789994
2020-07-28,128547.18441727999,67326.43336349,61220.751053789994
2020-07-29,128891.5392421,67132.81322831,61758.726013789994
2020-07-30,126832.09948272997,78507.37346893999,48324.726013789994
2020-07-31,131369.16618077,83044.44016698,48324.726013789994
2020-08-03,137903.61147494998,89578.88546116,48324.726013789994
2020-08-04,135410.97532079,87086.249307,48324.726013789994
2020-08-05,140847.91960366,92523.19358987,48324.726013789994
2020-08-06,139568.3154393,91243.58942551001,48324.726013789994
2020-08-07,140092.51434782002,91767.78833403002,48324.726013789994
2020-08-10,144847.53114181,96765.20512802,48082.32601378999
2020-08-11,143442.19163621997,95359.86562242999,48082.32601378999
2020-08-12,144071.10092862003,95348.47491483002,48722.626013789995
2020-08-13,144484.81411988,95762.18810609,48722.626013789995
2020-08-14,141807.00410956,93084.37809577001,48722.626013789995
2020-08-17,143728.44019852,95005.81418473,48722.626013789995
2020-08-18,145122.10508418,94806.47907038999,50315.626013789995
2020-08-19,146181.55984156998,92202.28290777997,53979.276933789995
2020-08-20,150741.35652983,96536.25459604,54205.10193378999
2020-08-21,150643.62890234,96260.60666131,54383.02224102999
2020-08-24,150715.61210563,96332.58986460001,54383.02224102999
2020-08-25,150032.61699061998,97355.12862112999,52677.48836948999
2020-08-26,150547.4320657,97000.26502845,53547.167037249994
2020-08-27,151372.6755061,97669.97277485002,53702.70273124999
2020-08-28,150988.39848766002,64711.19432141001,86277.20416625
2020-08-31,148221.53339951,61944.32923326,86277.20416625
2020-09-01,150066.40381654998,61150.09959029999,88916.30422625
2020-09-02,152389.96311553,88251.55919928,64138.40391625
2020-09-03,154533.08738822,90394.68347197001,64138.40391625
2020-09-04,151836.12238614,87697.71846989,64138.40391625
2020-09-07,151791.54929415998,87653.14537791,64138.40391625
2020-09-08,151210.4810261,85710.14061191001,65500.340414189995
2020-09-09,152011.40556269,86511.06514849998,65500.340414189995
2020-09-10,152176.80446603,86676.46405184001,65500.340414189995
2020-09-11,152910.67880036,87535.43836617,65375.24043419
2020-09-14,154243.6026495,88868.36221531,65375.24043419
2020-09-15,154424.74114270002,89049.50070851002,65375.24043419
2020-09-16,154294.3205132,86065.48016600999,68228.84034719
2020-09-17,153784.61642893002,85555.77608174001,68228.84034719
2020-09-18,153846.01577826997,84135.12563107998,69710.89014718999
2020-09-21,150410.97462666,80700.08447947,69710.89014718999
2020-09-22,149382.06578625,79671.17563905999,69710.89014718999
2020-09-23,148569.14988764998,78858.25974046,69710.89014718999
2020-09-24,146150.55049377,74239.46027057999,71911.09022318998
2020-09-25,148264.14198207,79366.49169088,68897.65029118999
2020-09-28,150482.14677400998,81584.49648282,68897.65029118999
2020-09-29,151572.74905724,82675.09876605001,68897.65029118999
2020-09-30,151171.68019264,82274.02990145,68897.65029118999
2020-10-01,152088.30960216996,82889.65925597999,69198.65034618998
2020-10-05,153060.39748643996,83861.74714025,69198.65034618998
2020-10-06,154294.48592150997,85095.83557532,69198.65034618998
2020-10-07,154270.29456331,85071.64421712,69198.65034618998
2020-10-08,154488.52537222003,85289.87502603003,69198.65034618998
2020-10-09,154453.70748416998,85255.05713798001,69198.65034618998
2020-10-12,153508.4468175,84309.79647131001,69198.65034618998
2020-10-13,153387.53610964998,84188.88576346001,69198.65034618998
2020-10-14,153356.68761094997,82848.03726476,70508.65034618998
2020-10-15,153045.33534756998,82536.68500138,70508.65034618998
2020-10-16,156329.06064147,85820.41029528,70508.65034618998
2020-10-19,156792.53515671,86283.88481052,70508.65034618998
2020-10-20,157417.79741789,86909.14707169999,70508.65034618998
2020-10-21,157911.90943881997,80673.85817063,77238.05126818999
2020-10-22,158122.56388262,80884.51261443,77238.05126818999
2020-10-23,158258.98645116,81020.93518297,77238.05126818999
2020-10-26,157234.11649344,79996.06522525,77238.05126818999
2020-10-27,157470.03102989,80231.9797617,77238.05126818999
2020-10-28,156625.27914993,79387.22788174,77238.05126818999
2020-10-29,155668.37709055998,80250.32582237001,75418.05126818999
2020-10-30,155378.38079917,79960.32953098,75418.05126818999
2020-11-02,155486.74478269,80068.6935145,75418.05126818999
2020-11-03,156975.15775669,81557.10648850001,75418.05126818999
2020-11-04,156833.17649537,81768.36835118002,75064.80814418998
2020-11-05,157927.72296743,82862.91482324,75064.80814418998
2020-11-06,158515.65759092,83450.84944673,75064.80814418998
2020-11-09,159564.10815013,84788.79229054,74775.31585958999
